sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
RADDL4B-23-061,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-061,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run10,1,26-Nov-24,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode52,,Single_run,,16895,14721,822.572997,497.680495,742,0,2559,11896,11891,11886,11881,No,NA,11795,RADDL4B-23-061__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-064,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-064,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode26,,Single_run,,4781,4236,160.2914013,157.3518048,95,0,657,11888,11730,11319,5684,No,NA,9496,RADDL4B-23-064__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-065,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-065,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode27,,Single_run,,1881,1639,65.36347637,80.23075565,37,0,405,11893,11688,8246,2146,No,NA,5776,RADDL4B-23-065__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-069,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-069,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode28,,Single_run,,2220,1995,83.54307744,92.26238074,56,0,487,11887,11831,10305,2793,No,NA,8222,RADDL4B-23-069__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-070,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-070,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run10,1,26-Nov-24,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode53,,Single_run,,6822,6309,304.8300369,255.4955173,220,0,1707,11894,11887,11882,10791,No,NA,11795,RADDL4B-23-070__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-071,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-071,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run12,1,5-Dec-24,RITM,,,Nanopore,rabvSEasia,Minion,FAU43101,,Amplicon,barcode10,,Single_run,,2107,1951,91.94745223,82.64539313,71,0,528,11889,11881,10637,4201,No,NA,9418,RADDL4B-23-071__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-072,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-072,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run10,1,26-Nov-24,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode55,,Single_run,,7988,7439,299.4125042,322.4431806,186,0,1727,11894,11888,11737,7940,No,NA,11589,RADDL4B-23-072__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-076,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-076,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode11,,Single_run,,40112,37924,1334.443513,1478.364524,860,0,8399,11760,11683,11676,10994,No,NA,11598,RADDL4B-23-076__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-080,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-080,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode12,,Single_run,,26558,24561,1191.71832,957.9564676,1045,0,4011,11890,11887,11883,11650,No,NA,11782,RADDL4B-23-080__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-081,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-081,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode13,,Single_run,,29045,27043,1115.028495,1062.917914,882,0,5632,11888,11693,11675,11263,No,NA,11587,RADDL4B-23-081__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-084,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-084,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode29,,Single_run,,3080,2713,128.2756453,139.1113849,77,0,805,11886,11881,10936,4561,No,NA,10106,RADDL4B-23-084__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-085,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-085,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode43,,Single_run,,15862,14840,590.1979551,617.3238408,319,0,3681,11894,11889,11885,11555,No,NA,11802,RADDL4B-23-085__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-089,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-089,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode30,,Single_run,,11144,10162,431.1773383,487.1079294,264.5,0,2476,11902,11887,11859,10118,No,NA,11347,RADDL4B-23-089__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-090,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-090,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode14,,Single_run,,32434,30195,1074.765421,1025.825288,593.5,0,4569,11888,11886,11881,10980,No,NA,11793,RADDL4B-23-090__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-091,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-091,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode31,,Single_run,,4193,3640,151.0670466,172.9003904,75,0,946,11889,11885,11472,4951,No,NA,9772,RADDL4B-23-091__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-092,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-092,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode32,,Single_run,,9588,9133,365.7771539,449.1011564,213,0,2270,11887,11886,11721,8784,No,NA,11344,RADDL4B-23-092__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-093,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-093,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode44,,Single_run,,14549,13441,559.9552464,590.4991973,306,0,3323,11894,11887,11885,11481,No,NA,11798,RADDL4B-23-093__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-094,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-094,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode33,,Single_run,,7468,7075,280.8203151,393.9743613,135,0,2073,11896,11882,11439,7571,No,NA,10914,RADDL4B-23-094__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-095,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-095,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode45,,Single_run,,16563,15388,637.8933121,628.0223312,333,0,3392,11894,11893,11886,11544,No,NA,11798,RADDL4B-23-095__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-096,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-096,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run11,1,2-Dec-24,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode74,,Single_run,,2392,2025,80.7256118,94.52004476,53,0,610,11676,11475,10569,2816,No,NA,8200,RADDL4B-23-096__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-097,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-097,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode46,,Single_run,,7824,7392,313.3960778,366.4047476,210,0,1965,11895,11888,11881,8742,No,NA,11799,RADDL4B-23-097__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-098,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-098,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode47,,Single_run,,10766,10128,567.1654375,506.2681025,418,0,2932,11894,11893,11887,11531,No,NA,11797,RADDL4B-23-098__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-099,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-099,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode48,,Single_run,,11268,10222,399.4539893,389.849873,243,0,2365,11896,11887,11881,10850,No,NA,11800,RADDL4B-23-099__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-100,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-100,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode49,,Single_run,,10488,9650,381.6632585,383.6787633,201,0,2221,11895,11887,11883,11124,No,NA,11800,RADDL4B-23-100__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-101,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-101,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode15,,Single_run,,11938,10928,455.4171136,533.7269475,295,0,2953,11890,11888,11882,10467,No,NA,11796,RADDL4B-23-101__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-103,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-103,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode55,,Single_run,,2452,2161,93.80766007,79.16113369,80,0,420,11886,11634,10111,4582,No,NA,8429,RADDL4B-23-103__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-104,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-104,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode17,,Single_run,,20008,18334,705.1980389,804.3337124,468,0,5045,11891,11887,11882,10963,No,NA,11795,RADDL4B-23-104__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-105,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-105,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode18,,Single_run,,10718,9568,419.9389038,422.1840129,332,0,2760,11888,11887,11881,9770,No,NA,11786,RADDL4B-23-105__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-107,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-107,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode44,,Single_run,,2426,2129,114.7329869,123.7252639,79,0,791,11887,11880,10665,4881,No,NA,9355,RADDL4B-23-107__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-001,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-001,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode50,,Single_run,,5838,5283,218.128478,214.0552185,122,0,1304,11888,11887,11859,7410,No,NA,11802,RADDL4B-24-001__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-002,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-002,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode19,,Single_run,,10164,9090,349.222008,372.7975563,208,0,2143,11888,11886,11881,9368,No,NA,11792,RADDL4B-24-002__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-003,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-003,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode20,,Single_run,,17227,16004,762.1504358,717.0810223,498,0,3736,11895,11887,11883,11430,No,NA,11794,RADDL4B-24-003__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-005,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-005,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode35,,Single_run,,4057,3646,157.1515253,204.993752,98,0,1259,11889,11883,11507,5923,No,NA,9738,RADDL4B-24-005__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-007,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-007,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode36,,Single_run,,16235,14828,594.1454073,724.880301,304,0,3481,11895,11886,11881,10791,No,NA,11577,RADDL4B-24-007__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-009,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-009,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode32,,Single_run,,83197,79374,4736.695022,3251.091427,3834,0,18963,11925,11896,11895,11893,No,NA,11781,RADDL4B-24-009__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-010,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-010,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode51,,Single_run,,3741,3313,126.7835233,154.1601791,82,0,1035,11888,11883,11432,5050,No,NA,9825,RADDL4B-24-010__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-011,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-011,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode52,,Single_run,,6831,6412,259.9507208,299.5691591,128,0,1764,11895,11893,11873,7511,No,NA,11800,RADDL4B-24-011__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-012,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-012,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode53,,Single_run,,7871,7373,293.6583138,309.5487971,162,0,1910,11894,11887,11877,8899,No,NA,11590,RADDL4B-24-012__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-013,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-013,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode37,,Single_run,,10241,9403,350.6740697,467.7431268,182,0,2416,11888,11885,11511,8082,No,NA,11340,RADDL4B-24-013__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-014,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-014,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode31,,Single_run,,49072,44858,1706.391636,1816.217511,1018,0,10462,11897,11893,11884,11659,No,NA,11786,RADDL4B-24-014__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-015,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-015,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode54,,Single_run,,3674,3363,134.6438988,127.4222112,75,0,663,11893,11886,11714,4944,No,NA,11335,RADDL4B-24-015__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-016,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-016,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode55,,Single_run,,4967,4535,202.9704157,166.9656065,134,0,896,11891,11886,11785,7626,No,NA,11549,RADDL4B-24-016__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-017,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-017,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode01,,Single_run,,88403,75482,3335.468404,2843.003807,2406,0,12517,11894,11888,11887,11882,No,NA,11792,RADDL4B-24-017__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-018,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-018,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode30,,Single_run,,177837,165002,6980.366326,5812.939896,4948,0,32742,11899,11700,11690,11679,No,NA,11584,RADDL4B-24-018__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-019,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-019,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode74,,Single_run,,10050,9337,408.2855347,362.2858732,289,0,1999,11894,11893,11886,11064,No,NA,11795,RADDL4B-24-019__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-021,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-021,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-25,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode75,,Single_run,,8621,8157,373.890295,406.0045941,265,0,2570,11894,11892,11672,9851,No,NA,11599,RADDL4B-24-021__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-023,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
